,BCH-USD,BTC-USD,ETH-USD,LTC-USD,cash_balance,crypto_balance,revenue,total_balance,transaction_cost
2018-09-11 14:20:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25022.40882122604,72619.82893850903,-0.9308529217880491,97642.23775973507,0.0
2018-09-11 14:21:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25035.50571989741,72613.84501155789,7.112971720231065,97649.3507314553,0.0
2018-09-11 14:22:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25091.35899877803,72585.86517206651,27.873439389240172,97677.22417084454,0.0
2018-09-11 14:23:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25108.87304935194,72576.77973470918,8.428613216580255,97685.65278406112,0.0
2018-09-11 14:24:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25090.153292061717,72585.98396109986,-9.515530899542663,97676.13725316158,0.0
2018-09-11 14:25:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25090.673449772847,72585.77708229538,0.31327890664390823,97676.45053206822,0.0
2018-09-11 14:26:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25091.402194148657,72585.33488398025,0.2865460606833425,97676.7370781289,0.0
2018-09-11 14:27:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25093.58659474527,72579.51031790265,-3.640165480994998,97673.09691264792,0.0
2018-09-11 14:28:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25093.690626287498,72566.38987227979,-13.0164140806316,97660.08049856729,0.0
2018-09-11 14:29:00,10.903203470000012,-10.3507961975,-10.4031542225,10.376816962500001,25080.441345364583,72557.44097802394,-22.19817517876618,97637.88232338852,0.0
